"Product SKU";"Name";"Category";"Wholesale price";"EAN";"Variation";"Variation SKU";"Width";"Height";"Quantity";"Description";"Main image"
"2115-911";"Tapelo";"Kitchen";"2.13";"3831125013852";"Colour - Gray";"2115-911-18913";"";"";"394";"Tapelo - self-adhesive kitchen tape. It keeps water droplets and other liquids on the surface and protects your home from moisture and fungi.. The secret of successful home builders. This waterproof sealing tape is the secret of all home builders. An easy and fast way to keep your kitchen and bathroom free of debris and unevenness and keep their shine.. Effective protection of all surfaces. Unlike other traditional PVC tapes, Tapelo has a much greater ability to bond and adhere. Just coat any crack once and the problem is solved.. Use it all over the home. It is perfect for sealing the edges of gas stoves, sinks, sinks, bathtubs and walls. You can also use it to patch cracks between windows, doors, or on the back of an aquarium.. Adheres to all materials. Whether it is a glass, wooden, metal, plastic or plate surface, you will be able to glue this tape anywhere without any problems.. Super easy installation. It is flexible and breaks at 90 ° and is adaptable to all angles, so you can cut it as needed. Simply peel the protective film off the tape and stick it to a clean and dry surface..";"https://zoho-site.com/cdn/img/487733.jpg"
"2526-911";"StandAlone";"Gadget";"1.68";"3831125003501";"";"2526-911";"";"";"4413";"StandAlone – A wall phone stand. Perfect addition for your office, room, and living room. This wall-mount phone stand provides security for your phone while charging or when not in use.. Multifunctional use. Mount it on the wall in your living room to store remote controllers and charging cables or in the bathroom to store beauty products. Practical wall mount will meet your needs for organization.. Hang easily your most used things. It has hooks on the sides for cables, headphones, keychains, and watches. You will be able to just grab your things and run out the door, without wasting time.. Use your phone hands-free. Place your phone in this handy stand and listen to an audio or talk to your loved ones while cooking or doing other things. It will sit safely inside the holder, no risk of falling out or getting damaged.. Does not fall off. The wall stand is made of strong and durable high-quality material that adheres firmly to the wall. It will stay attached to the wall thanks to the double-sided adhesive tape.. You will never again look for your charger. This small (9.5 x 3 x 10 cm) addition will significantly help in organizing things. You will always know where charger, keys, and other things you can store here are..";"https://zoho-site.com/cdn/img/1495724.jpg"
"1633-911";"NailPro";"Beauty";"2.49";"3831125002641";"";"1633-911";"";"";"4228";"Nail polish NailPro. A natural formula created to strengthen your nails and keep them firm and healthy, especially during dishwashing, excessive use of varnish and bad weather!. Shiny nails regardless of the challenges that everyday life poses to them!. Ideal nail care that you can apply at home, on summer, winter… One bottle contains all the necessary vitamins that nourish and strengthen nails and prevent them from peeling and cracking.. STRENGTHENS THE NAIL STRUCTURE. In addition to preventing and removing yellowness from the nail, the diamond microparticles in the composition of this conditioner penetrate deep into the nail plate and recover and strengthen even the most treated nails.. EASY TO APPLY AND QUICK DRYING. Lotions, balms and nail creams, which are rubbed in, leave hands greasy and are washed off immediately at the first hand wash. Our diamond conditioner is easy to apply with a brush, just like nail polish, and dries quickly!. PREVENTS YELLOW NAILS. A product that can be used on its own to speed up the recovery of bad nails or as a base, ie protection against jaundice before applying colored nail polish, nail gel, permanent nail polish.. PROTECTS AND HYDRATES NAILS. Immediately after applying the conditioner, a layer is formed that maintains the normal moisture of the nails and does not allow external factors and aggressive varnishes to harm them..";"https://zoho-site.com/cdn/img/166028.jpg"
"2007-911";"Siena";"Hat";"7.65";"3831125008018";"Colour - Beige";"2007-911-16789";"";"";"1786";"Elegant summer hat Siena. A modern straw hat combines comfortable wearing and an attractive look for walking the hot summer streets or sunbathing on vacation.. Modern and complete protection from the sun's rays. The clever design provides excellent sun protection without disturbing your field of vision! It is also modern, practical and functional.. A trendy hat that suits everyone. Get ready for sunny days with this cool and quality hat! The unusual and trendy look of the hat will perfectly fit any face shape.. It adapts to each head. The hat is adjustable in size to fit any head circumference. It is easily and quickly adjusted with a rubber that is not visible during wearing.. Suitable for all outfits. It is ideal for walks on the sea and swimming on the beach. The romantic bow on the back gives it a more refined look, making it suitable for more elegant combinations as well.. Superior sun protection. A must-have fashion accessory is the best and most effective sun protection. The wide brim blocks the sun’s rays protecting your face and neck..";"https://zoho-site.com/cdn/img/413699.jpg"
"2007-911";"Siena";"Hat";"7.65";"3831125008025";"Colour - Pink";"2007-911-16790";"";"";"326";"Elegant summer hat Siena. A modern straw hat combines comfortable wearing and an attractive look for walking the hot summer streets or sunbathing on vacation.. Modern and complete protection from the sun's rays. The clever design provides excellent sun protection without disturbing your field of vision! It is also modern, practical and functional.. A trendy hat that suits everyone. Get ready for sunny days with this cool and quality hat! The unusual and trendy look of the hat will perfectly fit any face shape.. It adapts to each head. The hat is adjustable in size to fit any head circumference. It is easily and quickly adjusted with a rubber that is not visible during wearing.. Suitable for all outfits. It is ideal for walks on the sea and swimming on the beach. The romantic bow on the back gives it a more refined look, making it suitable for more elegant combinations as well.. Superior sun protection. A must-have fashion accessory is the best and most effective sun protection. The wide brim blocks the sun’s rays protecting your face and neck..";"https://zoho-site.com/cdn/img/413699.jpg"
"2007-911";"Siena";"Hat";"7.65";"3831125008032";"Colour - Light pink";"2007-911-16791";"";"";"259";"Elegant summer hat Siena. A modern straw hat combines comfortable wearing and an attractive look for walking the hot summer streets or sunbathing on vacation.. Modern and complete protection from the sun's rays. The clever design provides excellent sun protection without disturbing your field of vision! It is also modern, practical and functional.. A trendy hat that suits everyone. Get ready for sunny days with this cool and quality hat! The unusual and trendy look of the hat will perfectly fit any face shape.. It adapts to each head. The hat is adjustable in size to fit any head circumference. It is easily and quickly adjusted with a rubber that is not visible during wearing.. Suitable for all outfits. It is ideal for walks on the sea and swimming on the beach. The romantic bow on the back gives it a more refined look, making it suitable for more elegant combinations as well.. Superior sun protection. A must-have fashion accessory is the best and most effective sun protection. The wide brim blocks the sun’s rays protecting your face and neck..";"https://zoho-site.com/cdn/img/413699.jpg"
"2007-911";"Siena";"Hat";"7.65";"3831125008049";"Colour - Dark blonde";"2007-911-16792";"";"";"502";"Elegant summer hat Siena. A modern straw hat combines comfortable wearing and an attractive look for walking the hot summer streets or sunbathing on vacation.. Modern and complete protection from the sun's rays. The clever design provides excellent sun protection without disturbing your field of vision! It is also modern, practical and functional.. A trendy hat that suits everyone. Get ready for sunny days with this cool and quality hat! The unusual and trendy look of the hat will perfectly fit any face shape.. It adapts to each head. The hat is adjustable in size to fit any head circumference. It is easily and quickly adjusted with a rubber that is not visible during wearing.. Suitable for all outfits. It is ideal for walks on the sea and swimming on the beach. The romantic bow on the back gives it a more refined look, making it suitable for more elegant combinations as well.. Superior sun protection. A must-have fashion accessory is the best and most effective sun protection. The wide brim blocks the sun’s rays protecting your face and neck..";"https://zoho-site.com/cdn/img/413699.jpg"
"2007-911";"Siena";"Hat";"7.65";"3831125008056";"Colour - Brown";"2007-911-16793";"";"";"259";"Elegant summer hat Siena. A modern straw hat combines comfortable wearing and an attractive look for walking the hot summer streets or sunbathing on vacation.. Modern and complete protection from the sun's rays. The clever design provides excellent sun protection without disturbing your field of vision! It is also modern, practical and functional.. A trendy hat that suits everyone. Get ready for sunny days with this cool and quality hat! The unusual and trendy look of the hat will perfectly fit any face shape.. It adapts to each head. The hat is adjustable in size to fit any head circumference. It is easily and quickly adjusted with a rubber that is not visible during wearing.. Suitable for all outfits. It is ideal for walks on the sea and swimming on the beach. The romantic bow on the back gives it a more refined look, making it suitable for more elegant combinations as well.. Superior sun protection. A must-have fashion accessory is the best and most effective sun protection. The wide brim blocks the sun’s rays protecting your face and neck..";"https://zoho-site.com/cdn/img/413699.jpg"
"2007-911";"Siena";"Hat";"7.65";"3831125008063";"Colour - Black";"2007-911-16794";"";"";"952";"Elegant summer hat Siena. A modern straw hat combines comfortable wearing and an attractive look for walking the hot summer streets or sunbathing on vacation.. Modern and complete protection from the sun's rays. The clever design provides excellent sun protection without disturbing your field of vision! It is also modern, practical and functional.. A trendy hat that suits everyone. Get ready for sunny days with this cool and quality hat! The unusual and trendy look of the hat will perfectly fit any face shape.. It adapts to each head. The hat is adjustable in size to fit any head circumference. It is easily and quickly adjusted with a rubber that is not visible during wearing.. Suitable for all outfits. It is ideal for walks on the sea and swimming on the beach. The romantic bow on the back gives it a more refined look, making it suitable for more elegant combinations as well.. Superior sun protection. A must-have fashion accessory is the best and most effective sun protection. The wide brim blocks the sun’s rays protecting your face and neck..";"https://zoho-site.com/cdn/img/413699.jpg"
"2418-911";"Whippy";"Clearance";"0.88";"3831125009282";"Colour - Pink";"2418-911-17981";"";"";"965";"";"https://zoho-site.com/cdn/img/728626.jpg"
"2418-911";"Whippy";"Clearance";"0.88";"3831125009299";"Colour - Blue";"2418-911-17982";"";"";"3086";"";"https://zoho-site.com/cdn/img/728626.jpg"
"2195-911";"MagnetiX";"Car";"3.8";"3831125000920";"";"2195-911";"";"";"4004";"MagnetiX - Magnetic phone holder. Combine elegance and practicality! The minimalist phone holder with two free self-adhesive strips will help you use your phone while driving and gives the interior of the car a modern look.. More flexibility, practicality and driving safety.. Using the phone weakens the focus while driving, which increases the risk of accidents! MagnetiX keeps your phone at your fingertips without blocking your view. Make phone calls, record or listen to music while driving safely.. Answer calls with 1 click. The revolutionary miniature vehicle accessory will allow you to drive safely. Thanks to powerful magnets and advanced glue, you will always have your hands free while driving.. 2 free self-adhesive tapes. Regardless of uneven roads and sharp turns, it will stay in place thanks to two free self-adhesive strips with a strong adhesive force. When removed, it will not damage the surfaces in your car.. A safe place for your phone. Super strong magnets will provide security to your phone while driving. MagnetiX The holder contains 8 magnets, so those bumpy roads, holes and fast driving won't be a problem.. Horizontal or vertical - it's your choice!. This innovative holder is specific in that it can be rotated 360 °. The solid metal ball joint gives you the ability to turn the phone to the position you want..";"https://zoho-site.com/cdn/img/677695.jpg"
"1804-911";"Alpaso";"Bag";"9.4";"3831125003709";"";"1804-911";"";"";"3955";"Alpaso - Bag for hip and waist. The tactical design of this bag is ingenious and allows you to keep all the important things at hand, without any load.. Perfect organization and practicality. A bag designed after the reputation of those used by special forces and marines. Keep your things perfectly organized so you can take them without searching and rummaging through the drawers.. Treasures safe from theft and water. Your money, cell phone, cards, keys will nowhere be as secure as the area between your waist and leg.. You don&#39;t have to take out your phone to use it. Keep everything that matters to you at your fingertips. The transparent compartment allows you to see who is calling or writing to you - without taking your cell phone out of your purse.. Attach it to the engine and keep an eye on it. Magnets are inserted in the back of the bag, so you can place it on the front of the motorcycle so that it is always in your eye.. Ideal for motorcyclists and all active men. She is adored by motorcyclists, cyclists and all lovers of active life who spend a lot of time outdoors..";"https://zoho-site.com/cdn/img/165913.jpg"
"1360-911";"Reppex";"Garden";"6.84";"3831125011575";"";"1360-911";"135";"245";"3935";"The easiest way to make a cut for grafting. With three types of blades it will make the perfect cut every time - quickly and effortlessly. It works on many types of plants, especially fruit trees.. Precisely cut stem. With very durable and strong blades, a powerful tool will work much better, last much longer and stay sharper than ordinary scissors.. Proper pruning every time - higher yields. Easy operation of the tool that helps you to carry out the work of pruning fruit trees in one go, increase the yield and quality of fruits!. Save your favorite fruits from decay. Don&#39;t let your favorite fruit wither too soon. Vaccine it in time and continue to enjoy its delicious fruits.. Harmless to plants and soil. It is made of safe materials that will not disturb the balance of the soil or organic cultivation of fruits and vegetables. Use it in your garden and orchard without worries..";"https://zoho-site.com/cdn/img/10165.jpg"
"2074-911";"Kitty";"Gadget";"9.92";"3831125004997";"Colour - White";"2074-911-16959";"";"";"3906";"Kitty - Trendy bluetooth headphones. Enjoy crystal clear music with these trendy headphones anytime, anywhere!. Unique design worthy of a trendsetter. These playful headphones will be chosen by all the girls who follow the trends. Decorate your ears like the world's biggest stars.. Incredibly clear sound. You'll listen to music like never before, thanks to high-definition sound reproduction technology. You will no longer amplify the sound to better understand the lyrics of the song.. A great fashion accessory. Spice up any outfit with these effective headphones. Combine them on jeans, dresses or leggings. They fit perfectly with everything!. No awkward squeezing around the ears. They are made to adapt to the shape of the head. It will not sting, squeeze or bother you on your head and ears. You can wear them all day without discomfort.. Long-term use. The flexible materials used in the construction make them resistant to frequent use. The battery can be recharged and will last for hours..";"https://zoho-site.com/cdn/img/446118.jpg"
"2248-911";"Myllard";"Perfume";"12.51";"3831125011209";"";"2248-911";"";"";"3527";"Exclusive set of fashion accessories - Myllard. A set of sophisticated fashion accessories for a luxurious look at all times! Materials: Eco leather, stainless steel, alloy. Top accessories for every combination. Combine this complete fashion trio! Irresistible perfume water, an elegant wallet and an elegant watch will fit perfectly into any combination.. A fragrance for men who like to smell good. Leave an irresistible impression on special occasions, and you can use it every day. Ideal for all variants, day or night, the intensity of the scent will remain constant at any time.. A wallet for modern gentlemen. An obligatory accessory that accompanies modern men is a modern wallet. This decent accessory will work completely effectively with your overall look.. An original style watch. Follow the latest trends with this unique watch. Manly and unique, it will make you a business man.. Loyal only to you in the long run. A perfume water with a luxurious scent, a wallet of incredible strength and a watch made like luxury watches will be loyal to you in the long run, thanks to its superior workmanship. Great value for money..";"https://zoho-site.com/cdn/img/672265.jpg"
"2165-911";"Wasento";"Car";"10.19";"3831125000883";"";"2165-911";"";"";"3441";"Wasento - Pillow for a motorcycle seat. Enhance your motorcycle experience in the short and long distances with the most comfortable pillow that supports your back and legs!. Mitigates various road shocks. You will not feel the vibrations of the engine or minor obstacles on the road thanks to its 3D airbags. The cushion mosaic has an antigravity effect that reduces any shocks while driving.. Restful body and during long rides. The support it provides to your back and legs will make you not feel discomfort and pain, even during hours and long journeys. Your body will have a better and more correct position.. Reduces the feeling of crashing on wild roads. The ergonomic cushion design alleviates the uncomfortable feeling of crashing and bouncing on crooked and uneven roads. The ride will be easy and pleasant, like on the flattest city asphalt.. Without excessive sweating and feeling hot. The design and material of the pillow allow for airiness and prevent excessive sweating. You will not feel heat and sweat on your body or in leather pants!. Say goodbye to cramps and tingling. Improves body circulation during long and strenuous rides! Your weight will be evenly distributed so there is no extra pressure on your body..";"https://zoho-site.com/cdn/img/660665.jpg"
"2416-911";"Holdy";"Hardware";"2.36";"3831125001934";"";"2416-911";"";"";"3419";"Holdy – Universal silicone shower head holder. Easily adapts the shower head to showering, washing hair, bathing a child or pets ... With the help of a silicone holder you can fix the shower on any surface you want!. Make showering, bathing and washing easier. Using a vacuum, adjust the shower to the height that suits you best. The easy adjustability of the shower will make bathing a real pleasure.. Fits most showers. The shower holder is made of flexible silicone and is easy to remove and install. It is compatible with most shower handles.. Attach it anywhere. Seven vacuum feet allow fixing on different surfaces: on glass, tiles, marble and other smooth surfaces. You can simply move it to another location.. Installation without drilling the walls. You will not need additional tools, nor will you damage the surface of the tiles in your bathroom. The holder is simply attached using vacuum feet.. More thorough and easier bathing. Now with both hands you will be able to lather well and wash your hair, your pet&#39;s or your child&#39;s. The shower head stays in place, while your hands will be free to scrub your hair thoroughly and apply shampoo..";"https://zoho-site.com/cdn/img/729354.jpg"
"3016-911";"Donnela - La Donna X";"Beauty";"4.1";"3831125010226";"";"3016-911";"";"";"3419";"Irresistible scent Donnela - La Donna X. Breezy citrus notes will keep you fresh all day, while the high notes of jasmine will awake your gracious femininity. Quantity: 100 ml. A scent that will make you recognizable. This is the scent that will become your mark! With its unforgettable notes, you will be recognizable wherever you go.. A perfect formula of enchanting notes that lasts long. A long-lasting fragrance created by the world`s top artists leaves a pleasant feel on your skin. Wear it all day, and it will remain the same intensity.. Be the main character everywhere. Your friends will constantly keep asking you where did you buy this scent, and people all around will be delighted. Wear it all day and impress everyone around you!. Suitable for any occasion. Whether you go to the office, night out, or on a romantic date, this scent completes each style. Keep the secret of your signature look in this bottle.. Feel special every time you wear it. Whenever you decide to wear this enticing fragrance, you will feel like you are going to a special event. Make every moment important..";"https://zoho-site.com/cdn/img/1656333.jpg"
